Ctrl4,Ctrl5,Ctrl6,pyg4,pyg5,pyg6
WBGene00009155,18,8,8,18,6,5
WBGene00009156,99,69,72,81,45,47
WBGene00009157,178,142,144,89,189,89
WBGene00009158,517,357,511,430,464,193
WBGene00009159,1305,945,808,1504,888,611
WBGene00009160,31,13,26,14,14,12
WBGene00009161,5699,3062,3553,2381,3772,2196
WBGene00009162,598,391,518,787,454,242
WBGene00009163,1506,1113,1186,2584,1031,804
WBGene00009164,3874,2612,2710,5551,2652,1687
WBGene00009165,676,528,652,478,522,288
WBGene00009166,22,16,19,36,7,13
WBGene00009167,0,0,0,0,0,0
WBGene00009168,2,2,1,2,2,0
WBGene00009169,1,0,1,1,1,0
WBGene00009170,4,6,3,5,2,5
WBGene00009171,1,0,0,0,0,0
WBGene00009172,1755,1124,1202,2477,1176,671
WBGene00009173,906,664,587,1422,582,460
WBGene00009174,1465,1002,1059,1916,1012,749
WBGene00009176,318,263,232,468,228,159
WBGene00009177,2594,2016,2540,1908,2066,1056
WBGene00009178,58,29,47,51,29,27
WBGene00009179,655,490,400,618,462,347
WBGene00009180,8703,4289,4572,9718,4734,2917
WBGene00009182,101,56,58,118,66,57
WBGene00009183,18,29,25,31,28,19
WBGene00009184,2,2,2,2,1,0
WBGene00009185,95,56,87,33,56,51
WBGene00009186,6426,4658,4052,10175,4174,3164
WBGene00009187,5414,3201,3951,4864,3804,1978
WBGene00009188,1050,677,744,1342,717,507
WBGene00009189,2974,2236,2425,3500,2401,1463
WBGene00009190,604,461,649,760,541,295
WBGene00009191,671,537,523,788,541,363
WBGene00009192,1328,783,1091,668,803,504
WBGene00009193,26,19,26,14,20,19
WBGene00009194,13,5,9,13,11,1
WBGene00009195,0,0,0,0,0,0
WBGene00009196,1,0,0,0,0,0
WBGene00009197,0,0,0,0,0,0
WBGene00009198,0,0,0,0,0,0
WBGene00009199,0,0,0,0,0,0
WBGene00009200,1755,1180,1288,2318,1248,763
WBGene00009201,2941,1764,2388,3466,2055,1112
WBGene00009202,122,65,68,170,78,18
WBGene00009203,714,567,434,1231,500,383
WBGene00009204,536,405,382,955,373,264
WBGene00009205,10,13,7,14,10,1
WBGene00009206,0,0,0,0,0,0
WBGene00009207,731,560,576,710,556,276
WBGene00009208,4,2,1,6,3,2
WBGene00009209,70,53,79,40,74,36
WBGene00009210,2,2,0,0,0,0
WBGene00009211,1294,868,871,1540,920,564
WBGene00009212,296,218,162,318,178,119
WBGene00009213,13,11,14,9,15,4
WBGene00009214,2,1,3,3,1,0
WBGene00009215,4615,3347,4339,2280,4308,1711
WBGene00009216,144,112,126,124,138,69
WBGene00009217,9,2,6,6,6,10
WBGene00009218,524,356,326,765,299,128
WBGene00009219,488,397,388,268,419,240
WBGene00009220,173,92,95,130,102,63
WBGene00009221,1455,1210,1630,721,1309,323
WBGene00009222,283,171,160,336,173,105
WBGene00009223,999,603,591,1150,625,340
WBGene00009224,290,184,286,234,259,117
WBGene00009225,30,11,11,29,18,9
WBGene00009226,134,78,143,59,83,36
WBGene00009227,10,5,11,8,14,6
WBGene00009228,1,0,0,0,0,0
WBGene00009229,3,0,4,1,4,3
WBGene00009230,12,7,6,7,4,0
WBGene00009231,70,66,88,96,75,53
WBGene00009232,7,11,13,14,9,6
WBGene00009233,634,373,483,848,381,270
WBGene00009234,468,343,418,702,346,258
WBGene00009235,0,0,0,0,0,0
WBGene00009236,10,6,2,6,4,0
WBGene00009237,1291,951,1366,953,943,546
WBGene00009238,12,11,7,17,6,3
WBGene00009239,52,49,58,41,60,31
WBGene00009240,10,8,7,7,2,5
WBGene00009241,559,443,501,462,532,231
WBGene00009242,9,4,4,6,6,1
WBGene00009243,1318,903,1165,1076,1064,686
WBGene00009245,4805,2645,3098,7005,2899,1872
WBGene00009246,1996,1243,1341,2228,1188,769
WBGene00009247,27,19,20,30,15,6
WBGene00009248,4,0,1,2,0,0
WBGene00009249,0,0,0,0,0,0
WBGene00009250,6,5,5,6,10,6
WBGene00009251,0,0,1,0,2,1
WBGene00009252,4,3,2,2,4,3
WBGene00009254,2797,2080,2221,4778,2005,1414
WBGene00009255,2,7,7,11,13,5
WBGene00009256,469,398,415,646,380,194
WBGene00009257,32,31,34,51,31,28
WBGene00009258,38,21,28,35,27,12
WBGene00009259,22196,13070,20141,18954,14174,9147
WBGene00009260,146,102,105,133,114,59
WBGene00009261,21,23,10,59,2,7
WBGene00009262,1601,1217,1079,2436,1125,696
WBGene00009263,2,1,2,5,3,1
WBGene00009264,3223,2389,2458,4842,2420,1444
WBGene00009266,482,358,294,364,317,241
WBGene00009267,2978,2073,2222,5053,1990,1481
WBGene00009268,12,13,4,8,6,5
WBGene00009269,13,10,15,3,21,10
WBGene00009270,1766,1233,1087,2751,1028,802
WBGene00009271,163,92,161,156,93,45
WBGene00009272,1494,1057,872,2260,1008,723
WBGene00009274,477,423,406,430,370,278
WBGene00009276,681,521,538,806,535,316
WBGene00009277,1044,729,699,1483,625,387
WBGene00009278,11,10,12,4,4,4
WBGene00009279,0,1,0,0,0,0
WBGene00009280,262,132,101,342,151,98
WBGene00009281,2,0,1,0,0,0
WBGene00009283,28,11,21,15,32,23
WBGene00009284,2099,1353,1423,2830,1320,923
WBGene00009285,4309,2745,3353,6250,2810,1884
WBGene00009286,2025,1354,1312,2863,1314,746
WBGene00009287,10,11,4,3,15,28
WBGene00009288,350,227,299,321,299,175
WBGene00009289,622,408,393,667,386,214
WBGene00009290,2330,1545,1682,3289,1524,1038
WBGene00009291,706,560,604,591,586,272
WBGene00009292,99,73,106,112,48,44
WBGene00009293,319,262,366,340,421,180
WBGene00009294,979,729,745,495,881,468
WBGene00009295,0,0,0,0,0,0
WBGene00009296,0,0,0,0,0,0
WBGene00009297,0,0,0,0,0,0
WBGene00009298,0,0,0,0,0,0
WBGene00009299,0,0,0,0,0,0
WBGene00009300,116,62,96,165,71,51
WBGene00009301,162,103,87,284,95,102
WBGene00009302,57,45,30,121,36,33
WBGene00009303,1,1,1,0,1,1
WBGene00009304,157,102,119,134,108,59
WBGene00009305,1070,832,775,1547,735,539
WBGene00009306,5785,2867,3779,4867,3428,1909
WBGene00009307,2534,1587,1648,2607,1652,966
WBGene00009308,419,130,279,121,222,140
WBGene00009309,5,2,3,5,0,1
WBGene00009310,18,23,11,19,14,5
WBGene00009311,281,172,297,224,182,122
WBGene00009312,3,4,3,7,4,3
WBGene00009313,50,18,34,10,29,19
WBGene00009314,1671,889,996,1832,955,586
WBGene00009315,70,52,56,47,48,29
WBGene00009316,1,1,0,1,0,1
WBGene00009318,37,32,31,45,18,23
WBGene00009319,3516,2418,2834,4283,2520,1382
WBGene00009320,568,444,368,851,407,264
WBGene00009321,125,28,83,25,61,36
WBGene00009322,2585,1726,1827,3712,1755,1112
WBGene00009323,480,394,468,591,422,201
WBGene00009324,23,18,21,6,21,17
WBGene00009325,34,32,37,16,45,28
WBGene00009326,10,7,4,6,6,1
WBGene00009327,6,5,10,5,7,7
WBGene00009328,44,28,46,18,31,23
WBGene00009329,438,326,303,583,307,187
WBGene00009330,426,323,323,497,332,215
WBGene00009331,25,19,15,46,16,19
WBGene00009332,2,1,2,1,2,2
WBGene00009333,207,186,227,242,190,108
WBGene00009334,3975,2421,3058,3220,2460,1090
WBGene00009335,9,12,13,10,7,12
WBGene00009336,1221,818,961,1284,959,591
WBGene00009337,534,354,521,670,405,274
WBGene00009338,8,4,6,4,8,1
WBGene00009339,3,5,2,1,7,1
WBGene00009340,2694,1997,2720,2476,2561,942
WBGene00009341,750,582,499,1036,491,304
WBGene00009342,21834,13059,23121,19426,17261,8366
WBGene00009343,31,22,61,12,53,14
WBGene00009344,159,72,152,57,114,48
WBGene00009345,14,10,14,8,8,9
WBGene00009346,340,275,266,386,248,208
WBGene00009347,2734,1832,2525,1900,2184,1093
WBGene00009349,204,185,363,77,344,190
WBGene00009350,177,128,172,208,144,93
WBGene00009352,873,610,611,1128,542,426
WBGene00009353,2645,1460,1806,1763,1759,1196
WBGene00009354,60,49,43,46,64,26
WBGene00009355,15,13,5,19,2,8
WBGene00009356,11,7,11,11,7,5
WBGene00009357,3,8,7,5,0,2
WBGene00009358,214,111,183,149,186,102
WBGene00009359,2,0,1,1,1,3
WBGene00009360,24,24,26,26,16,20
WBGene00009361,236,141,140,211,120,71
WBGene00009362,5,1,2,3,0,2
WBGene00009363,3,0,1,1,1,0
WBGene00009364,1721,1145,1099,2263,1047,837
WBGene00009365,3997,2643,2883,5903,2609,1673
WBGene00009366,2128,1424,1448,3113,1362,948
WBGene00009367,1424,808,764,1585,814,505
WBGene00009368,3549,2016,2302,5046,2244,1469
WBGene00009369,2036,1852,1965,1909,2074,791
WBGene00009370,219,132,168,314,173,85
WBGene00009371,18,16,8,31,8,5
WBGene00009372,1466,985,904,2345,958,622
WBGene00009373,76,51,50,47,67,33
WBGene00009374,2197,1131,1031,3324,1086,737
WBGene00009375,207,101,153,180,139,63
WBGene00009377,93,36,65,17,81,68
WBGene00009378,0,0,0,3,0,0
WBGene00009379,13,15,8,18,14,7
WBGene00009380,1147,764,801,1241,901,533
WBGene00009381,28,28,42,12,23,14
WBGene00009382,35,30,18,7,10,8
WBGene00009383,833,614,776,681,561,364
WBGene00009384,192,138,195,135,130,79
WBGene00009385,1570,1086,1035,2292,991,748
WBGene00009386,250,178,240,254,245,88
WBGene00009387,34,12,30,31,22,11
WBGene00009388,906,629,854,831,765,438
WBGene00009389,411,231,347,477,251,148
WBGene00009390,8,9,10,3,13,6
WBGene00009391,0,1,1,0,0,1
WBGene00009392,1,0,0,4,0,0
WBGene00009393,7685,4331,6083,5848,4254,2112
WBGene00009394,63033,32552,47938,32456,32840,20457
WBGene00009395,8,6,4,14,4,1
WBGene00009396,11111,8220,12054,6600,7555,4464
WBGene00009397,2670,1613,2967,1131,1364,836
WBGene00009398,4,2,0,8,1,2
WBGene00009399,10,6,15,4,13,3
WBGene00009400,48,43,55,27,63,30
WBGene00009401,31,9,27,10,10,7
WBGene00009402,14,5,12,6,13,2
WBGene00009403,395,284,492,427,367,217
WBGene00009404,2088,1405,1295,3045,1255,850
WBGene00009405,191,162,220,194,236,102
WBGene00009406,69,40,46,33,32,22
WBGene00009408,574,408,548,535,623,268
WBGene00009409,1,1,1,0,0,0
WBGene00009410,4,2,3,9,4,3
WBGene00009411,4,1,5,2,1,4
WBGene00009412,33,17,22,11,29,24
WBGene00009413,20,19,19,3,14,11
WBGene00009414,0,2,3,2,2,1
WBGene00009415,4,2,4,11,3,3
WBGene00009416,74,42,68,35,55,25
WBGene00009417,0,0,0,0,0,0
WBGene00009418,3,3,6,4,1,3
WBGene00009419,0,0,0,0,0,0
WBGene00009420,0,0,0,0,0,0
WBGene00009421,0,0,0,0,0,0
WBGene00009422,0,0,0,0,0,0
WBGene00009423,48,39,65,13,65,25
WBGene00009424,3,1,12,2,5,1
WBGene00009425,26,23,54,8,21,20
WBGene00009426,14,14,22,20,15,10
WBGene00009427,36,29,26,75,34,14
WBGene00009428,264,200,330,197,200,96
WBGene00009429,553,492,682,250,418,175
WBGene00009430,6861,5457,8108,3552,5313,2846
WBGene00009431,1950,1330,2432,741,1026,581
WBGene00009432,1166,1024,1591,859,934,567
WBGene00009433,608,558,1175,491,635,411
WBGene00009434,2639,2080,3739,2118,2198,1357
WBGene00009435,4459,2941,2959,5560,2843,1891
WBGene00009436,1183,691,851,1151,885,476
WBGene00009437,20,15,9,21,8,4
WBGene00009438,3,5,0,4,6,2
WBGene00009439,1019,809,823,1151,791,555
WBGene00009440,3540,2297,2301,3692,2136,1360
WBGene00009441,2016,1356,1439,2908,1414,965
WBGene00009442,363,319,224,542,271,138
WBGene00009443,161,125,126,148,119,84
WBGene00009444,449,278,214,390,281,158
WBGene00009445,2128,1478,1393,3099,1479,705
WBGene00009446,12,8,9,0,4,5
WBGene00009447,264,196,258,235,235,113
WBGene00009448,1292,960,898,1990,816,633
WBGene00009449,13,6,14,4,19,16
WBGene00009450,2995,2102,2877,2746,2239,1223
WBGene00009451,1930,1420,1308,2757,1334,915
WBGene00009452,1018,714,742,1198,716,414
WBGene00009453,3656,2448,2742,4216,2839,1159
WBGene00009454,6639,4092,5400,4467,5002,3303
WBGene00009455,450,354,361,338,385,222
WBGene00009456,2927,2112,2267,4222,2126,1204
WBGene00009457,145,73,161,57,142,85
WBGene00009458,25,13,26,9,13,11
WBGene00009459,50,12,43,10,36,23
WBGene00009460,9439,5638,7368,13246,5777,4147
WBGene00009461,221,134,156,230,174,116
WBGene00009462,3,1,2,1,3,1
WBGene00009463,21,5,22,0,16,13
WBGene00009464,0,0,0,0,0,0
WBGene00009465,9,2,4,2,8,2
WBGene00009466,165,126,146,158,209,78
WBGene00009467,1,1,4,1,3,1
WBGene00009468,81,66,87,45,73,36
WBGene00009469,543,366,361,612,313,190
WBGene00009470,136,65,131,56,101,78
WBGene00009471,34,21,41,17,26,31
WBGene00009472,2,1,8,3,0,1
WBGene00009473,21,2,20,12,6,4
WBGene00009474,1,0,0,1,0,0
WBGene00009475,230,184,219,221,220,129
WBGene00009476,937,640,847,594,630,292
WBGene00009477,4832,3011,3261,6105,2982,1882
WBGene00009478,1085,789,792,1194,829,523
WBGene00009479,1578,1113,1254,2548,1041,780
WBGene00009480,29,31,31,28,30,21
WBGene00009481,7,8,2,10,7,2
WBGene00009482,1763,1221,1858,1687,1464,826
WBGene00009483,426,261,391,318,360,137
WBGene00009484,62,36,35,45,37,21
WBGene00009485,225,189,209,174,199,73
WBGene00009486,14,24,21,24,26,9
WBGene00009487,14,10,36,2,13,8
WBGene00009488,131,95,203,100,100,62
WBGene00009489,15,6,23,3,13,9
WBGene00009490,25,32,35,21,21,19
WBGene00009491,0,1,3,0,1,0
WBGene00009492,50,19,48,17,41,19
WBGene00009493,265,166,192,280,284,101
WBGene00009494,11,6,7,9,6,1
WBGene00009495,51,45,40,63,51,20
WBGene00009496,5,7,4,3,5,2
WBGene00009497,16,15,10,12,20,9
WBGene00009498,5387,3661,4571,6763,3911,2380
WBGene00009499,1549,1216,1162,2296,1081,697
WBGene00009500,388,226,282,363,283,126
WBGene00009501,10,5,13,2,9,5
WBGene00009502,31,14,28,11,17,9
WBGene00009503,390,212,299,383,261,136
WBGene00009504,207,123,270,151,219,92
WBGene00009505,1859,1258,1323,2238,1282,753
WBGene00009507,1967,1261,1306,2721,1311,850
WBGene00009508,1868,1420,1290,2965,1192,976
WBGene00009509,4,8,13,7,6,4
WBGene00009510,8,7,8,15,7,3
WBGene00009511,127,83,102,136,108,56
WBGene00009512,477,424,614,222,417,209
WBGene00009513,24,6,7,6,18,11
WBGene00009514,11888,8210,12063,7253,9564,5664
WBGene00009515,78,59,46,105,37,26
WBGene00009517,115,72,85,146,101,81
WBGene00009518,581,359,392,422,482,205
WBGene00009519,3,4,2,3,5,0
WBGene00009520,132,97,93,200,87,60
WBGene00009521,2633,1809,2099,3277,1998,1091
WBGene00009522,136,129,159,100,180,81
WBGene00009523,215,161,208,143,208,69
WBGene00009524,4,1,2,5,6,1
WBGene00009525,1,0,0,0,0,0
WBGene00009526,134,42,67,71,42,21
WBGene00009527,0,0,0,0,0,0
WBGene00009528,45,38,49,26,52,27
WBGene00009529,45,11,26,49,27,18
WBGene00009530,39,33,41,44,49,23
WBGene00009531,1017,601,855,713,759,337
WBGene00009532,4424,2522,3249,5184,2716,1916
WBGene00009533,587,349,224,448,317,149
WBGene00009534,845,471,481,881,502,254
WBGene00009535,0,1,0,0,0,0
WBGene00009536,31,21,32,31,25,13
WBGene00009537,18,13,8,31,8,5
WBGene00009538,0,0,0,0,0,0
WBGene00009539,10,19,14,28,8,9
WBGene00009540,0,0,0,0,0,1
WBGene00009541,20,15,24,33,15,12
WBGene00009542,8422,5473,6712,9741,5939,3495
WBGene00009543,52,25,41,39,43,24
WBGene00009544,119,93,96,153,103,53
WBGene00009546,18,10,18,44,12,10
WBGene00009547,77,47,81,81,66,37
WBGene00009548,71,22,45,20,34,17
WBGene00009549,33,9,17,14,15,6
WBGene00009550,8,7,7,6,4,2
WBGene00009551,489,426,332,607,372,245
WBGene00009552,2031,1177,1730,2156,1396,771
WBGene00009553,2395,1655,1616,3846,1493,1076
WBGene00009554,1269,720,816,1059,825,435
WBGene00009555,0,0,0,0,0,0
WBGene00009556,373,270,293,482,307,190
WBGene00009557,279,174,143,368,169,100
WBGene00009558,240,155,208,229,199,80
WBGene00009559,1556,996,1036,1951,1106,730
WBGene00009560,51,29,50,43,38,22
WBGene00009561,28,15,11,19,3,10
WBGene00009562,1185,894,1039,783,1059,467
WBGene00009563,863,707,671,1401,694,346
WBGene00009565,875,667,635,1117,687,486
WBGene00009566,0,0,0,0,0,0
WBGene00009567,0,0,0,0,0,0
WBGene00009568,0,0,0,0,0,0
WBGene00009569,0,0,0,0,0,0
WBGene00009570,0,0,0,0,0,0
WBGene00009571,0,0,0,0,0,0
WBGene00009572,0,0,0,0,0,0
WBGene00009573,74,80,64,98,53,25
WBGene00009574,5745,3448,4269,5080,4058,2432
WBGene00009575,1342,914,832,1432,910,540
WBGene00009576,142,87,116,124,111,65
WBGene00009577,738,542,736,428,558,288
WBGene00009578,8268,5020,6817,6237,5697,3222
WBGene00009579,94,42,62,118,74,22
WBGene00009580,1558,1084,1244,1310,1291,679
WBGene00009581,44,23,38,13,30,40
WBGene00009582,937,627,810,918,698,296
WBGene00009583,11192,7561,9988,12182,8598,4949
WBGene00009584,3623,2266,2102,5128,2138,1444
WBGene00009585,1,5,1,0,0,0
WBGene00009586,61,39,32,69,50,28
WBGene00009587,3518,2043,2891,4653,2237,1634
WBGene00009588,456,347,260,471,328,211
WBGene00009589,6,3,5,4,3,2
WBGene00009590,5,0,0,9,2,0
WBGene00009592,36,22,35,21,28,22
WBGene00009593,9,3,6,14,4,1
WBGene00009594,7327,4887,5725,10035,5040,3103
WBGene00009595,2284,1542,1797,2355,1802,1062
WBGene00009596,1,0,0,2,1,0
WBGene00009597,5,2,6,2,1,2
WBGene00009598,1,0,0,4,1,0
WBGene00009599,1,0,1,1,2,1
WBGene00009600,36,2,4,8,9,7
WBGene00009601,8,11,14,18,12,5
WBGene00009602,3,2,2,1,4,2
WBGene00009603,1,0,1,2,2,1
WBGene00009604,1,0,0,2,1,0
WBGene00009605,101,27,73,31,53,24
WBGene00009606,633,444,360,1145,399,327
WBGene00009607,1,1,0,0,0,0
WBGene00009608,0,0,0,0,0,0
WBGene00009609,2,0,7,3,4,5
WBGene00009610,0,0,0,0,0,0
WBGene00009611,1,0,3,2,1,0
WBGene00009612,0,0,0,0,0,0
WBGene00009613,3,2,0,0,0,0
WBGene00009614,12,10,12,13,5,5
WBGene00009615,0,0,0,0,0,0
WBGene00009616,2,0,1,4,2,0
WBGene00009617,838,702,851,844,814,382
WBGene00009618,384,282,365,465,304,177
WBGene00009619,36,25,35,58,35,17
WBGene00009620,464,380,371,134,532,232
WBGene00009621,2195,1187,1323,875,1531,799
WBGene00009622,31,23,41,24,35,20
WBGene00009623,122,81,100,27,109,53
WBGene00009624,1553,1268,1490,407,1798,719
WBGene00009625,4,6,2,2,4,4
WBGene00009626,3370,2274,3961,1578,3423,1719
WBGene00009627,1071,830,738,1720,797,526
WBGene00009628,2432,1712,2403,3014,2469,1615
WBGene00009629,204,124,174,177,171,68
WBGene00009630,2,2,2,1,3,0
WBGene00009631,0,0,0,1,0,0
WBGene00009632,1919,1277,1672,1858,1559,779
WBGene00009633,5,2,5,2,4,0
WBGene00009634,1558,1072,1260,651,1184,372
WBGene00009635,631,487,597,391,467,289
WBGene00009636,468,308,354,290,421,141
WBGene00009637,1173,769,901,540,1010,453
WBGene00009638,2335,1523,1863,1089,1678,598
WBGene00009639,234,175,256,49,55,20
WBGene00009640,2291,1569,1955,1147,1708,527
WBGene00009641,77,43,52,38,55,35
WBGene00009642,774,549,821,668,715,452
WBGene00009643,38,10,19,41,10,6
WBGene00009644,30,18,16,39,17,9
WBGene00009645,732,493,758,812,554,387
WBGene00009646,7,4,2,1,0,1
WBGene00009647,18,26,14,27,17,6
WBGene00009648,298,271,179,359,231,139
WBGene00009649,62,51,69,40,65,29
WBGene00009650,1074,758,748,1340,734,468
WBGene00009651,340,231,201,544,189,126
WBGene00009652,28,11,23,30,23,12
WBGene00009653,302,208,217,277,130,99
WBGene00009654,1488,864,1140,1923,1006,570
WBGene00009656,273,169,165,334,149,87
WBGene00009657,496,326,405,366,339,198
WBGene00009658,34,30,28,105,30,10
WBGene00009659,158,85,83,125,111,88
WBGene00009660,713,480,573,632,547,282
WBGene00009661,7690,5321,5733,12162,5242,3672
WBGene00009662,208,89,86,174,119,81
WBGene00009663,759,400,670,576,563,274
WBGene00009664,6137,3533,4339,5655,3962,2393
WBGene00009665,493,441,377,684,358,292
WBGene00009666,676,485,544,850,517,275
WBGene00009667,839,653,576,1238,568,394
WBGene00009668,1124,777,680,1420,735,480
WBGene00009670,6,8,8,0,9,5
WBGene00009671,2632,1833,1869,3808,1817,1265
WBGene00009672,1647,1229,1208,2546,1145,738
WBGene00009673,303,280,266,263,316,182
WBGene00009674,2697,1679,2177,2692,2038,1302
WBGene00009675,3,9,2,2,1,3
WBGene00009676,237,230,265,208,238,159
WBGene00009677,669,425,482,803,456,270
WBGene00009678,1213,858,1300,1613,1024,559
WBGene00009679,650,439,602,770,632,303
WBGene00009680,15,7,12,11,2,4
WBGene00009681,606,296,579,205,435,278
WBGene00009682,45,30,45,6,41,29
WBGene00009683,15,13,16,7,18,8
WBGene00009684,1,0,3,0,0,0
WBGene00009685,39,18,41,21,25,19
WBGene00009686,1005,883,1116,1141,1044,472
WBGene00009687,0,0,0,0,0,0
WBGene00009688,3990,2526,2926,1769,3102,1896
WBGene00009689,4,5,4,8,1,4
WBGene00009690,6,7,3,13,4,1
WBGene00009691,229,29,43,575,45,10
WBGene00009692,250,39,121,549,58,56
WBGene00009693,4,4,3,1,4,1
WBGene00009695,22,8,26,10,24,14
WBGene00009696,86,80,67,109,66,37
WBGene00009697,38,28,22,90,36,27
WBGene00009698,68,25,34,72,30,24
WBGene00009700,68,48,54,45,51,26
WBGene00009701,3239,2034,1815,4870,1875,1143
WBGene00009702,101,80,40,108,57,25
WBGene00009704,3,1,4,1,7,2
WBGene00009705,41,15,22,27,18,11
WBGene00009706,2084,962,2064,605,993,939
WBGene00009707,0,0,1,0,0,0
WBGene00009708,55,32,65,19,39,22
WBGene00009709,29,28,36,28,35,21
WBGene00009710,67,35,48,27,44,13
WBGene00009711,1932,1358,1335,2281,1252,798
WBGene00009712,2512,1539,1877,1653,1813,922
WBGene00009713,161,113,117,150,104,75
WBGene00009714,15,14,14,3,18,7
WBGene00009715,26,22,24,39,23,14
WBGene00009716,20,16,13,20,18,7
WBGene00009717,960,611,803,1220,655,356
WBGene00009720,3,5,0,9,1,2
WBGene00009721,8,1,2,3,2,1
WBGene00009722,292,195,238,227,268,146
WBGene00009723,1697,1233,1302,1258,1202,576
WBGene00009724,4735,3411,3756,3631,2726,1383
WBGene00009725,0,2,7,5,6,2
WBGene00009726,519,387,493,568,378,250
WBGene00009727,25,19,11,47,22,12
WBGene00009728,6,0,7,8,1,4
WBGene00009729,565,407,759,235,585,241
WBGene00009730,185,78,102,170,72,41
WBGene00009731,1123,742,740,1685,663,540
WBGene00009732,1820,1299,1392,2290,1443,799
WBGene00009733,342,213,205,330,244,120
WBGene00009734,389,303,287,437,325,164
WBGene00009735,114,66,78,107,71,44
WBGene00009736,606,429,407,567,436,268
WBGene00009738,111,79,74,80,100,48
WBGene00009739,2051,1355,1576,1150,1654,851
WBGene00009740,2804,1606,1798,1877,2071,1126
WBGene00009741,801,505,742,547,598,233
WBGene00009742,34,31,39,18,16,19
WBGene00009743,152,81,72,173,73,42
WBGene00009744,1208,969,971,1973,862,721
WBGene00009745,215,179,134,136,159,90
WBGene00009746,7,1,1,17,0,1
WBGene00009747,9,2,11,16,5,3
WBGene00009748,9,5,2,22,4,2
WBGene00009749,21,10,14,22,8,5
WBGene00009750,191,161,143,359,147,50
WBGene00009751,3,6,4,2,3,0
WBGene00009752,16,0,3,3,4,0
WBGene00009753,18,8,19,3,16,4
WBGene00009754,143,72,72,118,80,44
WBGene00009755,14,14,19,3,23,14
WBGene00009756,5,7,2,3,4,2
WBGene00009757,2,2,0,4,3,0
WBGene00009758,3,2,2,2,0,0
WBGene00009759,6,13,23,1,17,7
WBGene00009760,1,0,1,0,1,0
WBGene00009761,0,0,0,0,0,0
WBGene00009762,0,0,0,0,0,0
WBGene00009763,0,1,1,1,0,0
WBGene00009764,2,2,1,6,2,1
WBGene00009765,0,0,0,0,1,0
WBGene00009766,1,1,4,1,0,0
WBGene00009767,4,4,1,1,1,1
WBGene00009768,5,3,6,3,6,8
WBGene00009769,585,374,382,716,393,189
WBGene00009770,2750,1791,1836,4401,1683,1502
WBGene00009771,1299,855,902,1547,851,473
WBGene00009772,11841,7241,7854,15020,7048,4582
WBGene00009773,438,330,378,246,246,125
WBGene00009774,37,19,24,35,24,18
WBGene00009775,1,0,2,0,2,0
WBGene00009776,978,581,536,732,624,270
WBGene00009777,149,147,222,144,190,71
WBGene00009778,126,80,63,161,78,50
WBGene00009779,40,21,33,28,40,15
WBGene00009780,15,13,23,27,19,10
WBGene00009781,368,217,335,369,270,187
WBGene00009782,3,1,8,3,6,1
WBGene00009783,2117,1485,1673,2527,1601,872
WBGene00009784,2068,1490,1483,2943,1516,946
WBGene00009785,397,260,294,168,241,132
WBGene00009786,6,5,4,10,6,1
WBGene00009787,7759,4572,7805,2229,7056,3586
WBGene00009788,4,2,5,1,5,3
WBGene00009789,197,177,349,132,258,125
WBGene00009790,241,175,267,245,200,83
WBGene00009791,7,10,3,3,1,3
WBGene00009793,2346,1380,1869,3031,1589,900
WBGene00009796,3831,2664,3935,1844,3108,1724
